sample_id,scenario_type,human_has_risk,human_values,claude-sonnet-4-5_has_risk,claude-sonnet-4-5_values,claude-sonnet-4-5_risk_match,claude-sonnet-4-5_value_jaccard,deepseek-chat_has_risk,deepseek-chat_values,deepseek-chat_risk_match,deepseek-chat_value_jaccard,gemini-2.5-flash_has_risk,gemini-2.5-flash_values,gemini-2.5-flash_risk_match,gemini-2.5-flash_value_jaccard,grok-4_has_risk,grok-4_values,grok-4_risk_match,grok-4_value_jaccard,o4-mini_has_risk,o4-mini_values,o4-mini_risk_match,o4-mini_value_jaccard,qwen-plus_has_risk,qwen-plus_values,qwen-plus_risk_match,qwen-plus_value_jaccard
issue_302479102,text,False,,False,,MATCH,1.0000,False,,MATCH,1.0000,True,HV1; SV2; SV6,MISMATCH,0.0000,False,,MATCH,1.0000,False,,MATCH,1.0000,True,HV7; HV9; SV5,MISMATCH,0.0000
issue_302867644,text,True,HV6; SV8,True,HV2; HV6; SV6; SV8,MATCH,0.5000,True,HV2; HV6; SV6; SV8,MATCH,0.5000,True,HV6; HV8; SV6; SV7; SV8,MATCH,0.4000,True,HV6; SV6; SV7; SV8,MATCH,0.5000,True,HV6; SV6; SV8,MATCH,0.6667,True,HV1; HV6; SV7; SV8,MATCH,0.5000
issue_303159153,text,False,,True,HV1; HV3; SV1,MISMATCH,0.0000,True,HV4; HV5; SV1,MISMATCH,0.0000,True,HV2; HV4; HV6; SV1; SV2,MISMATCH,0.0000,True,HV3; HV4; SV1,MISMATCH,0.0000,True,HV6; SV1; SV2,MISMATCH,0.0000,True,HV1; HV3; HV6; SV1,MISMATCH,0.0000
issue_303665465,text,False,,True,SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; HV6; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV6; SV8,MISMATCH,0.0000,True,HV6; SV2; SV5; SV8,MISMATCH,0.0000
issue_303760827,text,False,,False,,MATCH,1.0000,False,,MATCH,1.0000,True,HV10; HV6; HV7; HV9; SV1,MISMATCH,0.0000,False,,MATCH,1.0000,True,HV6; HV7; HV9,MISMATCH,0.0000,False,,MATCH,1.0000
issue_303831301,text,False,,True,SV2; SV4; SV5; SV8,MISMATCH,0.0000,True,HV9; SV2; SV4; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,SV1; SV2; SV4; SV5; SV8,MISMATCH,0.0000,True,SV2; SV4; SV5; SV8,MISMATCH,0.0000,True,HV6; HV9; SV2; SV5; SV8,MISMATCH,0.0000
issue_304096690,text,False,,True,SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV9; SV1; SV2; SV3; SV5,MISMATCH,0.0000
issue_304115383,text,False,,True,SV10; SV2; SV5; SV6,MISMATCH,0.0000,True,HV7; SV5; SV6; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV6,MISMATCH,0.0000,True,SV2; SV5; SV6,MISMATCH,0.0000,True,HV6; HV7; SV2; SV5; SV6,MISMATCH,0.0000,True,SV10; SV2; SV5; SV6,MISMATCH,0.0000
issue_30417797,text,True,SV4,True,HV6; SV2; SV4; SV8,MATCH,0.2500,True,HV6; HV9; SV2; SV8,MATCH,0.0000,True,HV6; SV1; SV2; SV4; SV8,MATCH,0.2000,True,HV6; SV2; SV4; SV8,MATCH,0.2500,True,HV6; SV2; SV4; SV8,MATCH,0.2500,True,HV6; HV9; SV2; SV8,MATCH,0.0000
issue_304205953,text,True,HV10; HV7; SV8,True,HV10; HV6; HV7; HV9; SV1; SV10,MATCH,0.2857,True,HV10; HV6; HV7; HV9; SV1; SV10,MATCH,0.2857,True,HV1; HV10; HV6; HV7; HV9; SV1; SV10; SV5,MATCH,0.2222,True,HV10; HV6; HV7; HV9; SV1; SV10,MATCH,0.2857,True,HV10; HV6; HV7; HV9; SV10; SV8,MATCH,0.5000,True,HV10; HV6; HV7; HV9; SV1,MATCH,0.3333
issue_304544630,text,False,,True,SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV6,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5,MISMATCH,0.0000,True,SV2; SV3; SV5,MISMATCH,0.0000,True,SV2; SV3; SV5,MISMATCH,0.0000
issue_304937119,text,False,,True,SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV6,MISMATCH,0.0000,True,SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5,MISMATCH,0.0000,True,SV2; SV3; SV5; SV6,MISMATCH,0.0000,True,HV9; SV2; SV3; SV5,MISMATCH,0.0000
issue_305067957,text,False,,True,HV6; SV5; SV6; SV8,MISMATCH,0.0000,True,HV7; HV8; SV6; SV8,MISMATCH,0.0000,True,HV6; HV8; SV6; SV8,MISMATCH,0.0000,True,HV6; HV7; SV3; SV6; SV8,MISMATCH,0.0000,True,HV6; HV7; HV8; SV3; SV6; SV8,MISMATCH,0.0000,True,HV6; HV7; SV3; SV6; SV8,MISMATCH,0.0000
issue_305186564,text,False,,True,HV2; SV6; SV8,MISMATCH,0.0000,True,HV2; HV9; SV8,MISMATCH,0.0000,True,HV6; SV6; SV7; SV8; SV9,MISMATCH,0.0000,True,HV2; HV6; HV9; SV8,MISMATCH,0.0000,True,HV9; SV7,MISMATCH,0.0000,True,HV2; HV6; SV1; SV8,MISMATCH,0.0000
issue_305558976,text,False,,True,HV6; HV7; SV2; SV8,MISMATCH,0.0000,True,HV1; HV6; SV2; SV8,MISMATCH,0.0000,True,HV2; HV6; HV9; SV1; SV2; SV8,MISMATCH,0.0000,True,HV2; HV6; SV2; SV8,MISMATCH,0.0000,True,HV6; SV2; SV3; SV8,MISMATCH,0.0000,True,HV6; SV1; SV2; SV8,MISMATCH,0.0000
issue_305702731,text,False,,True,HV2; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV7; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV7; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV5; SV7; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000
issue_305880486,text,False,,True,HV2; SV2; SV3; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV8,MISMATCH,0.0000,True,HV2; SV3; SV8,MISMATCH,0.0000,True,HV1; SV3; SV8,MISMATCH,0.0000,True,SV3; SV8; SV9,MISMATCH,0.0000
issue_306122985,text,True,HV4,True,HV4; SV2; SV8,MATCH,0.3333,True,HV4; HV5; SV2; SV8,MATCH,0.2500,True,HV4; SV1; SV2; SV8,MATCH,0.2500,True,HV4; SV2; SV8; SV9,MATCH,0.2500,True,HV4; SV2; SV8,MATCH,0.3333,True,HV1; HV4; SV2; SV8,MATCH,0.2500
issue_306565166,text,True,HV6; HV9; SV8,True,HV1; HV3; HV9; SV1; SV8,MATCH,0.3333,True,HV1; HV2; HV9; SV1; SV8,MATCH,0.3333,True,HV1; HV2; HV9; SV1; SV8,MATCH,0.3333,True,HV1; HV9; SV1; SV2; SV8,MATCH,0.3333,True,HV1; HV9; SV1; SV8,MATCH,0.4000,True,HV1; HV9; SV1; SV8,MATCH,0.4000
issue_306571058,text,True,HV9,True,HV6; HV9; SV1; SV2; SV8,MATCH,0.2000,True,HV1; HV6; HV9; SV2; SV8,MATCH,0.2000,True,HV4; HV6; HV9; SV1; SV2; SV5; SV8,MATCH,0.1429,True,HV9; SV2; SV3; SV5; SV8,MATCH,0.2000,True,HV6; HV9; SV2; SV8,MATCH,0.2500,True,HV1; HV4; HV9; SV2; SV8,MATCH,0.2000
issue_30661386,text,False,,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV1; HV2; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV1; HV10; HV6; HV9; SV1; SV2; SV3; SV5; SV6; SV8,MISMATCH,0.0000,True,HV1; SV2; SV3; SV5,MISMATCH,0.0000,True,HV6; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV1; SV2; SV5; SV8,MISMATCH,0.0000
issue_306835349,text,False,,False,,MATCH,1.0000,True,HV6; HV9; SV1; SV2,MISMATCH,0.0000,True,HV6; HV9; SV1,MISMATCH,0.0000,False,,MATCH,1.0000,False,,MATCH,1.0000,False,,MATCH,1.0000
issue_30731633,text,True,HV2; HV6,True,HV2; HV6; SV6; SV8,MATCH,0.5000,True,HV2; HV5; HV6; SV8,MATCH,0.5000,True,HV2; HV6; SV6; SV8,MATCH,0.5000,True,HV10; HV2; HV6; SV6; SV8,MATCH,0.4000,True,HV2; HV4; HV6; HV7; SV8,MATCH,0.4000,True,HV2; HV4; HV6; SV8,MATCH,0.5000
issue_307355644,text,False,,True,HV10; SV1; SV2; SV8,MISMATCH,0.0000,True,HV10; SV1; SV2; SV8,MISMATCH,0.0000,True,HV10; HV9; SV1; SV2; SV8,MISMATCH,0.0000,True,HV10; SV1; SV2,MISMATCH,0.0000,True,HV10; SV1; SV2,MISMATCH,0.0000,True,HV10; SV1; SV2,MISMATCH,0.0000
issue_307483942,text,True,SV8,True,HV6; SV2; SV6; SV8,MATCH,0.2500,True,HV6; HV9; SV2; SV8,MATCH,0.2500,True,HV6; SV2; SV8,MATCH,0.3333,True,HV2; HV9; SV2; SV8,MATCH,0.2500,True,HV6; SV1; SV2; SV8,MATCH,0.2500,True,HV9; SV2; SV6; SV8,MATCH,0.2500
issue_308275161,text,True,HV10; SV6,True,HV10; HV9; SV1; SV2,MATCH,0.2000,True,HV10; HV9; SV1; SV2,MATCH,0.2000,True,HV10; HV9; SV1; SV2; SV8,MATCH,0.1667,True,HV10; HV9; SV1; SV2; SV5,MATCH,0.1667,True,HV10; HV9; SV1; SV2; SV5,MATCH,0.1667,True,HV10; HV9; SV1; SV2,MATCH,0.2000
issue_308333462,text,False,,True,HV10; HV9; SV1; SV2; SV3; SV8,MISMATCH,0.0000,True,HV1; HV10; SV2; SV3; SV8,MISMATCH,0.0000,True,HV1; HV10; HV6; SV10; SV3; SV8,MISMATCH,0.0000,True,HV10; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; HV6; SV2; SV3; SV8,MISMATCH,0.0000,True,HV1; HV10; SV3; SV5; SV8,MISMATCH,0.0000
issue_30835490,text,False,,True,SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5,MISMATCH,0.0000,True,SV1; SV2; SV5,MISMATCH,0.0000,True,SV1; SV3; SV5,MISMATCH,0.0000,True,SV1; SV5,MISMATCH,0.0000,True,HV10; SV2; SV3; SV5,MISMATCH,0.0000
issue_308671659,text,False,,True,HV6; SV2; SV6; SV8,MISMATCH,0.0000,True,HV2; HV6; SV2; SV8,MISMATCH,0.0000,True,HV2; HV6; SV2; SV6; SV8,MISMATCH,0.0000,True,HV2; HV6; SV2; SV8,MISMATCH,0.0000,True,HV6; SV3; SV6; SV8,MISMATCH,0.0000,True,HV1; HV6; SV2; SV8,MISMATCH,0.0000
issue_309062575,text,False,,True,HV10; SV2; SV5; SV8,MISMATCH,0.0000,True,HV10; HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV10; HV2; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV5,MISMATCH,0.0000,True,HV10; SV1; SV2; SV5,MISMATCH,0.0000
issue_309132014,text,False,,False,,MATCH,1.0000,False,,MATCH,1.0000,True,SV2; SV5; SV6; SV8,MISMATCH,0.0000,False,,MATCH,1.0000,True,HV7; SV3; SV5,MISMATCH,0.0000,False,,MATCH,1.0000
issue_30928003,text,True,SV8,True,HV10; SV1; SV2; SV6; SV8,MATCH,0.2000,True,HV6; HV9; SV1; SV2; SV8,MATCH,0.2000,True,HV10; HV4; HV6; HV9; SV2; SV5; SV6; SV8,MATCH,0.1250,True,HV10; HV6; HV9; SV1; SV2; SV5; SV8,MATCH,0.1429,True,HV10; SV1; SV2; SV8,MATCH,0.2500,True,HV4; HV6; HV9; SV2; SV8,MATCH,0.2000
issue_30956282,text,False,,True,HV10; SV1; SV8,MISMATCH,0.0000,True,HV1; HV10; SV2; SV8,MISMATCH,0.0000,True,HV10; SV1; SV8,MISMATCH,0.0000,True,HV10; SV2; SV8,MISMATCH,0.0000,True,HV10; SV1; SV2; SV8,MISMATCH,0.0000,True,HV10; HV9; SV1; SV8,MISMATCH,0.0000
issue_310733862,text,False,,True,HV6; HV9; SV2; SV8,MISMATCH,0.0000,True,HV6; HV9; SV2; SV8,MISMATCH,0.0000,True,HV3; HV6; HV9; SV2; SV8,MISMATCH,0.0000,True,HV6; HV9; SV2; SV8,MISMATCH,0.0000,True,HV6; HV9; SV8,MISMATCH,0.0000,True,HV3; HV6; HV9; SV8,MISMATCH,0.0000
issue_310772802,text,False,,True,SV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; HV8; SV1; SV2; SV5; SV6; SV7; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV7; SV8,MISMATCH,0.0000,True,SV2; SV6; SV7; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000
issue_310847590,text,False,,True,SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; HV9; SV2; SV5; SV8,MISMATCH,0.0000,True,SV10; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV9; SV2; SV5; SV8,MISMATCH,0.0000
issue_310854126,text,True,HV4; SV8,True,HV4; SV2; SV5; SV8,MATCH,0.5000,True,HV3; HV4; SV2; SV8,MATCH,0.5000,True,HV4; HV6; SV1; SV2; SV5; SV8; SV9,MATCH,0.2857,True,HV4; SV2; SV5; SV8,MATCH,0.5000,True,HV4; SV2; SV8,MATCH,0.6667,True,HV4; SV2; SV8; SV9,MATCH,0.5000
issue_31117518,text,False,,True,HV9; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV10; HV2; SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV10; SV1; SV2; SV5; SV8,MISMATCH,0.0000
issue_311381280,text,False,,True,HV1; HV9; SV1,MISMATCH,0.0000,True,HV6; HV9; SV1,MISMATCH,0.0000,True,HV1; HV9; SV1,MISMATCH,0.0000,True,HV9; SV1,MISMATCH,0.0000,True,HV6; HV9,MISMATCH,0.0000,True,HV1; HV9; SV1,MISMATCH,0.0000
issue_311438341,text,True,HV10,True,HV10; HV6; HV9; SV1,MATCH,0.2500,True,HV10; HV6; HV7; HV9; SV2,MATCH,0.2000,True,HV10; HV6; HV9; SV1,MATCH,0.2500,True,HV10; HV9; SV2,MATCH,0.3333,True,HV10; HV7; HV9,MATCH,0.3333,True,HV10; HV7; HV9; SV1,MATCH,0.2500
issue_312005337,text,False,,False,,MATCH,1.0000,True,SV5; SV6; SV8,MISMATCH,0.0000,True,SV10; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,SV2; SV5; SV6,MISMATCH,0.0000,True,HV6; HV7; SV10; SV2; SV5; SV6,MISMATCH,0.0000,False,,MATCH,1.0000
issue_312330877,text,False,,True,SV1; SV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000
issue_312668840,text,False,,False,,MATCH,1.0000,True,SV1; SV2; SV5,MISMATCH,0.0000,True,HV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; SV1; SV2,MISMATCH,0.0000,True,HV1; SV2; SV8,MISMATCH,0.0000,True,HV1; SV2; SV5,MISMATCH,0.0000
issue_312927002,text,False,,False,,MATCH,1.0000,False,,MATCH,1.0000,True,HV10; HV4; SV1; SV2; SV8,MISMATCH,0.0000,True,HV10; HV4; SV2,MISMATCH,0.0000,False,,MATCH,1.0000,False,,MATCH,1.0000
issue_312999873,text,False,,True,HV4; SV1; SV2; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV6; SV8,MISMATCH,0.0000,True,SV1; SV2; SV8,MISMATCH,0.0000,True,SV2; SV6; SV8,MISMATCH,0.0000,True,HV1; SV1; SV2; SV8,MISMATCH,0.0000
issue_313463315,text,True,SV8,True,HV2; SV2; SV6; SV8,MATCH,0.2500,True,HV2; SV1; SV2; SV6; SV8,MATCH,0.2000,True,HV2; SV1; SV2; SV5; SV6; SV8,MATCH,0.1667,True,HV2; SV2; SV6; SV8,MATCH,0.2500,True,SV2; SV6; SV8,MATCH,0.3333,True,SV1; SV2; SV6; SV8,MATCH,0.2500
issue_313887103,text,False,,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV9; SV1; SV2; SV8,MISMATCH,0.0000,True,HV1; HV9; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; SV2; SV5; SV8,MISMATCH,0.0000
issue_314325791,text,True,HV7,True,HV6; HV7; SV10; SV8,MATCH,0.2500,True,HV2; HV6; HV7; SV6; SV8,MATCH,0.2000,True,HV2; HV6; HV7; SV1; SV6; SV8,MATCH,0.1667,True,HV2; HV6; HV7; SV8,MATCH,0.2500,True,HV6; HV7; SV5; SV8,MATCH,0.2500,True,HV6; HV7; SV1; SV5,MATCH,0.2500
issue_314392824,text,False,,True,HV10; HV6; HV9; SV6,MISMATCH,0.0000,True,HV8; HV9; SV6; SV7,MISMATCH,0.0000,True,HV6; HV9; SV6,MISMATCH,0.0000,True,HV6; HV9; SV8,MISMATCH,0.0000,True,HV6; SV3; SV8,MISMATCH,0.0000,True,HV6; HV9; SV1,MISMATCH,0.0000
issue_314405675,text,False,,True,SV1; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV6; HV9; SV1; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; HV6; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; HV6; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV6; HV7; SV2; SV3; SV4; SV5; SV8,MISMATCH,0.0000,True,HV6; HV9; SV2; SV3; SV8,MISMATCH,0.0000
issue_314471935,text,False,,True,HV2; HV6; SV1; SV6; SV8,MISMATCH,0.0000,True,HV2; HV6; HV9; SV6; SV8,MISMATCH,0.0000,True,HV2; HV6; SV1; SV6; SV8,MISMATCH,0.0000,True,HV2; HV3; HV6; HV9; SV6; SV8,MISMATCH,0.0000,True,HV2; HV6; HV9; SV8,MISMATCH,0.0000,True,HV3; HV6; SV1; SV8,MISMATCH,0.0000
issue_316339246,text,False,,True,HV10; SV10; SV3; SV5,MISMATCH,0.0000,False,,MATCH,1.0000,False,,MATCH,1.0000,False,,MATCH,1.0000,False,,MATCH,1.0000,False,,MATCH,1.0000
issue_316565408,text,False,,True,SV1; SV2; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV8,MISMATCH,0.0000,True,SV1; SV2; SV8,MISMATCH,0.0000,True,SV1; SV2; SV6; SV8,MISMATCH,0.0000,True,HV1; SV2; SV8,MISMATCH,0.0000
issue_316945264,text,False,,True,HV4; HV7; SV2; SV8,MISMATCH,0.0000,True,HV4; SV2; SV8,MISMATCH,0.0000,True,HV4; HV6; SV1; SV8,MISMATCH,0.0000,True,HV4; SV2; SV8,MISMATCH,0.0000,True,HV4; HV6; SV8,MISMATCH,0.0000,False,,MATCH,1.0000
issue_316994994,text,False,,True,SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; HV2; HV3; HV6; SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV1; SV2; SV5; SV8,MISMATCH,0.0000
issue_317425344,text,False,,True,HV9; SV3; SV5; SV8; SV9,MISMATCH,0.0000,True,HV2; HV9; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; HV9; SV1; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; HV7; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; SV1; SV2; SV3; SV5,MISMATCH,0.0000
issue_317654860,text,True,HV9,True,HV4; HV6; HV7; HV9; SV1,MATCH,0.2000,True,HV6; HV7; HV9; SV1,MATCH,0.2500,True,HV6; HV9; SV1; SV6; SV8,MATCH,0.2000,True,HV6; HV9; SV8,MATCH,0.3333,True,HV4; HV6; HV7; HV9,MATCH,0.2500,True,HV4; HV6; HV9; SV1,MATCH,0.2500
issue_317778489,text,False,,False,,MATCH,1.0000,False,,MATCH,1.0000,False,,MATCH,1.0000,False,,MATCH,1.0000,True,SV1; SV6; SV8,MISMATCH,0.0000,False,,MATCH,1.0000
issue_317829330,text,False,,True,HV10; HV9; SV4; SV6; SV8,MISMATCH,0.0000,True,HV9; SV2; SV6; SV8,MISMATCH,0.0000,True,HV2; HV6; HV7; SV2; SV6; SV8,MISMATCH,0.0000,True,HV10; HV9; SV3; SV4; SV8,MISMATCH,0.0000,True,HV10; HV9; SV6; SV8,MISMATCH,0.0000,True,HV10; HV9; SV2; SV8,MISMATCH,0.0000
issue_317920529,text,False,,True,HV9; SV2; SV5,MISMATCH,0.0000,True,HV1; SV2; SV5,MISMATCH,0.0000,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV9; SV2; SV5,MISMATCH,0.0000,True,SV1; SV2; SV5,MISMATCH,0.0000,True,HV9; SV1; SV2,MISMATCH,0.0000
issue_318233839,text,False,,True,HV10; SV1; SV2; SV3; SV5,MISMATCH,0.0000,True,HV10; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV6; HV7; SV1; SV2; SV3; SV5,MISMATCH,0.0000,True,HV10; SV2; SV3; SV5,MISMATCH,0.0000,True,HV10; HV6; HV7; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; SV1; SV10; SV2; SV3,MISMATCH,0.0000
issue_318443294,text,False,,True,HV6; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV8,MISMATCH,0.0000,True,HV2; HV6; SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV6; HV7; SV2; SV5; SV8,MISMATCH,0.0000,True,HV6; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV6; SV2; SV5; SV8,MISMATCH,0.0000
issue_318514611,text,False,,True,HV3; HV4; SV9,MISMATCH,0.0000,False,,MATCH,1.0000,True,HV4; SV8,MISMATCH,0.0000,True,HV4; HV5; SV9,MISMATCH,0.0000,True,HV4; HV5; SV8,MISMATCH,0.0000,False,,MATCH,1.0000
issue_318525872,text,True,HV1; SV9,True,HV3; HV4; SV6; SV8; SV9,MATCH,0.1667,True,HV1; HV3; HV4; SV8; SV9,MATCH,0.4000,True,HV4; SV2; SV8; SV9,MATCH,0.2000,True,HV3; HV4; SV8; SV9,MATCH,0.2000,True,HV1; HV3; HV4; SV9,MATCH,0.5000,True,HV1; HV3; HV4; SV8; SV9,MATCH,0.4000
issue_31863087,text,True,HV4; SV6,True,HV4; HV6; SV6; SV8; SV9,MATCH,0.4000,True,HV3; HV4; HV6; SV6; SV8,MATCH,0.4000,True,HV4; HV6; SV1; SV2; SV6; SV8,MATCH,0.3333,True,HV4; HV6; SV3; SV6; SV8; SV9,MATCH,0.3333,True,HV4; HV6; SV6; SV8; SV9,MATCH,0.4000,True,HV4; HV6; SV6; SV8; SV9,MATCH,0.4000
issue_318978641,text,False,,True,HV1; HV4; SV2; SV8,MISMATCH,0.0000,True,HV1; HV4; SV2; SV8,MISMATCH,0.0000,True,HV1; HV4; SV2; SV3; SV8,MISMATCH,0.0000,True,HV4; SV2; SV8,MISMATCH,0.0000,True,HV4; SV2; SV3,MISMATCH,0.0000,True,HV4; SV2; SV3; SV8,MISMATCH,0.0000
issue_319057217,text,False,,True,HV6; SV3; SV4; SV8,MISMATCH,0.0000,False,,MATCH,1.0000,True,SV3; SV4,MISMATCH,0.0000,True,HV6; SV3; SV4,MISMATCH,0.0000,True,SV3; SV4; SV6,MISMATCH,0.0000,False,,MATCH,1.0000
issue_319104112,text,False,,True,HV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV8,MISMATCH,0.0000,True,HV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV6; SV8,MISMATCH,0.0000,True,SV6; SV8; SV9,MISMATCH,0.0000,False,,MATCH,1.0000
issue_319778929,text,True,SV8,True,SV2; SV6; SV8; SV9,MATCH,0.2500,True,HV2; SV5; SV6; SV8,MATCH,0.2500,True,SV1; SV2; SV5; SV8,MATCH,0.2500,True,HV2; SV2; SV6; SV9,MATCH,0.0000,True,SV5; SV6; SV8,MATCH,0.3333,True,HV2; SV10; SV2; SV6,MATCH,0.0000
issue_319966116,text,False,,True,HV1; SV10; SV3; SV5,MISMATCH,0.0000,True,SV2; SV3; SV5,MISMATCH,0.0000,True,HV10; HV9; SV2; SV3; SV5; SV6,MISMATCH,0.0000,False,,MATCH,1.0000,True,HV10; SV3; SV5; SV6,MISMATCH,0.0000,False,,MATCH,1.0000
issue_32000635,text,False,,True,HV9; SV2; SV4; SV5,MISMATCH,0.0000,True,HV2; HV9; SV2; SV4; SV5,MISMATCH,0.0000,True,SV1; SV2; SV4; SV5,MISMATCH,0.0000,True,SV1; SV2; SV4; SV5,MISMATCH,0.0000,True,SV1; SV2; SV4; SV5; SV8,MISMATCH,0.0000,True,HV10; HV9; SV2; SV4; SV5,MISMATCH,0.0000
issue_320638867,text,True,SV6,False,SV6; SV8,MISMATCH,0.5000,False,,MISMATCH,0.0000,True,HV2; SV6; SV8,MATCH,0.3333,True,SV6; SV8,MATCH,0.5000,True,SV6; SV8,MATCH,0.5000,False,,MISMATCH,0.0000
issue_322664118,text,True,HV10; HV9; SV6; SV7; SV8,True,HV10; HV2; HV6; HV9; SV2; SV3; SV6; SV7; SV8,MATCH,0.5556,True,HV10; HV4; HV6; HV9; SV2; SV7; SV8,MATCH,0.5000,True,HV10; HV6; HV9; SV2; SV3; SV6; SV8,MATCH,0.5000,True,HV10; HV6; HV9; SV2; SV6; SV7; SV8,MATCH,0.7143,True,HV10; HV6; HV9; SV3; SV6; SV8,MATCH,0.5714,True,HV10; HV4; HV9; SV1; SV8,MATCH,0.4286
